,Lead_Id,Name,Gender,City,University,Year_Of_Study,Program_Interested,Source,Converted
1597,LD1598,Michael Wise,Female,Mumbai,Jain University,3rd,Machine Learning,College Collaboration,Yes
1598,LD1599,Erin Jones,Male,Bangalore,IIT,4th,Electric vehicle,Google Form,Yes
1599,LD1600,Suzanne Obrien,Female,Delhi,Manipal University,2nd,AI,Instagram,No
1600,LD1601,Kevin Salinas,Male,Indore,Delhi Unversity,3rd,Electric vehicle,Instagram,No
1601,LD1602,Jennifer Floyd,Female,Surat,Mumbai University,2nd,Robotics,Google Form,No
1602,LD1603,Holly Campbell,Female,Bangalore,Amity University,1st,Electric vehicle,Google Form,Yes
1603,LD1604,Matthew Soto,Male,Ahmedabad,Jain University,1st,AI,Google Form,Yes
1604,LD1605,Mariah Hickman,Male,Indore,Gujarat Technological University,3rd,Electric vehicle,Instagram,No
1605,LD1606,Angel Hill,Male,Mumbai,Delhi Unversity,4th,AI,College Collaboration,Yes
1606,LD1607,Amanda Williams,Female,Pune,Gujarat Technological University,4th,Data Science,LinkedIn,No
1607,LD1608,Ashley Gomez,Male,Hyderabad,Mumbai University,1st,Java,LinkedIn,Yes
1608,LD1609,Elizabeth Rodriguez DVM,Male,Indore,Jawaharlal Nehru Unversity,2nd,Data Science,Whatsapp,No
1609,LD1610,Tanner Oconnor,Male,Bangalore,Jawaharlal Nehru Unversity,1st,Machine Learning,Instagram,Yes
1610,LD1611,Mr. Wayne Turner,Female,Surat,IIT,4th,Machine Learning,Mass-Mailing,Yes
1611,LD1612,Randall Robinson,Female,Ahmedabad,Jawaharlal Nehru Unversity,4th,Machine Learning,College Collaboration,Yes
1612,LD1613,Gabrielle Wilson,Male,Pune,Delhi Unversity,3rd,AI,LinkedIn,No
1613,LD1614,Dr. Kristen Wilson,Male,Ahmedabad,IIT,1st,Java,Google Form,No
1614,LD1615,Tony Valdez,Male,Delhi,Jain University,2nd,Autocad,LinkedIn,Yes
1615,LD1616,Bianca Ramirez,Female,Pune,Gujarat Technological University,3rd,Autocad,Google Form,Yes
1616,LD1617,Lori Gonzalez,Male,Pune,Jawaharlal Nehru Unversity,3rd,Machine Learning,Instagram,No
1617,LD1618,Anna Wilson,Male,Hyderabad,Gujarat Technological University,3rd,AI,Google Form,No
1618,LD1619,Mrs. Amber Jimenez,Male,Indore,Jain University,1st,Java,Instagram,Yes
1619,LD1620,Amanda Nelson,Male,Surat,Gujarat Technological University,1st,Electric vehicle,Instagram,No
1620,LD1621,Charles Nelson,Male,Hyderabad,Mumbai University,1st,Electric vehicle,LinkedIn,Yes
1621,LD1622,Ryan Ward,Male,Bangalore,Gujarat Technological University,3rd,Data Science,Google Form,Yes
1622,LD1623,Michelle Gordon,Female,Bangalore,Jawaharlal Nehru Unversity,2nd,Electric vehicle,Google Form,Yes
1623,LD1624,Mitchell Ballard,Female,Hyderabad,Mumbai University,2nd,AI,Instagram,No
1624,LD1625,Brandy Smith,Male,Indore,Gujarat Technological University,1st,Autocad,LinkedIn,Yes
1625,LD1626,Mark Reeves Jr.,Male,Mumbai,Manipal University,3rd,Robotics,LinkedIn,Yes
1626,LD1627,Steven Lane,Female,Mumbai,Delhi Unversity,2nd,Machine Learning,Mass-Mailing,No
1627,LD1628,Ann Shelton,Female,Delhi,Jawaharlal Nehru Unversity,2nd,Electric vehicle,Instagram,Yes
1628,LD1629,John Murphy,Female,Hyderabad,Manipal University,3rd,Java,Google Form,No
1629,LD1630,Mrs. Jessica Serrano,Male,Hyderabad,Gujarat Technological University,3rd,Java,Instagram,No
1630,LD1631,Sharon King,Male,Ahmedabad,IIT,3rd,Autocad,Google Form,No
1631,LD1632,Laura Hoffman,Male,Hyderabad,Gujarat Technological University,1st,Java,Whatsapp,No
1632,LD1633,Dr. Stephanie Duncan DDS,Male,Ahmedabad,Manipal University,4th,Robotics,Mass-Mailing,No
1633,LD1634,Darryl Warner,Male,Pune,Amity University,2nd,Data Science,Google Form,No
1634,LD1635,James Neal,Female,Indore,Mumbai University,1st,AI,Whatsapp,Yes
1635,LD1636,Hannah Walker,Female,Pune,Jain University,3rd,Robotics,Whatsapp,No
1636,LD1637,Robin Wong,Male,Bangalore,Jain University,2nd,Machine Learning,Google Form,No
1637,LD1638,Rebecca White,Male,Bangalore,Manipal University,4th,Autocad,College Collaboration,No
1638,LD1639,Melissa Nelson,Male,Pune,Jain University,1st,AI,Mass-Mailing,No
1639,LD1640,Paul Hill,Female,Hyderabad,Gujarat Technological University,3rd,Electric vehicle,Google Form,Yes
1640,LD1641,Roy Jackson,Female,Delhi,Gujarat Technological University,4th,Data Science,Whatsapp,No
1641,LD1642,Kathryn Harrison,Female,Bangalore,Manipal University,1st,Electric vehicle,Whatsapp,No
1642,LD1643,Carlos Simon,Male,Surat,Jawaharlal Nehru Unversity,3rd,AI,College Collaboration,No
1643,LD1644,David Weiss,Male,Mumbai,Mumbai University,2nd,Autocad,Instagram,No
1644,LD1645,Joshua Parker,Male,Bangalore,Jawaharlal Nehru Unversity,1st,Electric vehicle,College Collaboration,Yes
1645,LD1646,Tracy Turner,Female,Indore,Delhi Unversity,3rd,Autocad,LinkedIn,No
1646,LD1647,Rebecca Herring,Female,Hyderabad,IIT,4th,AI,Mass-Mailing,Yes
1647,LD1648,Richard Clarke,Female,Pune,Mumbai University,3rd,Machine Learning,LinkedIn,No
1648,LD1649,Matthew Hooper,Male,Ahmedabad,Manipal University,3rd,Data Science,College Collaboration,Yes
1649,LD1650,Pamela Ball,Female,Ahmedabad,IIT,3rd,Autocad,Mass-Mailing,Yes
1650,LD1651,Kimberly Conner,Female,Indore,Mumbai University,4th,Java,LinkedIn,Yes
1651,LD1652,Erik Bishop,Female,Surat,Gujarat Technological University,2nd,AI,Instagram,Yes
1652,LD1653,Joann Singh,Male,Ahmedabad,Jawaharlal Nehru Unversity,2nd,Machine Learning,College Collaboration,Yes
1653,LD1654,Karen Hays,Male,Mumbai,Manipal University,2nd,Electric vehicle,LinkedIn,No
1654,LD1655,Mr. Evan Johnson,Male,Indore,Mumbai University,1st,Robotics,College Collaboration,No
1655,LD1656,Christopher Ortega,Female,Indore,Jain University,4th,Java,Whatsapp,Yes
1656,LD1657,Christopher Briggs,Female,Bangalore,Jawaharlal Nehru Unversity,3rd,Java,College Collaboration,No
1657,LD1658,William Mason,Male,Ahmedabad,Jawaharlal Nehru Unversity,3rd,AI,LinkedIn,No
1658,LD1659,Brittany Gaines,Female,Pune,Jawaharlal Nehru Unversity,2nd,Electric vehicle,Whatsapp,No
1659,LD1660,Eric Gilbert,Female,Mumbai,Jain University,1st,Autocad,College Collaboration,Yes
1660,LD1661,Cameron Ingram,Male,Hyderabad,Jain University,2nd,Electric vehicle,Google Form,No
1661,LD1662,Todd Gross,Female,Surat,Jain University,4th,Autocad,Whatsapp,Yes
1662,LD1663,David Moore,Female,Pune,IIT,4th,AI,Whatsapp,No
1663,LD1664,Ashley Wallace,Female,Pune,Manipal University,1st,Machine Learning,Google Form,Yes
1664,LD1665,Donna Gardner,Male,Ahmedabad,Jain University,3rd,Autocad,Mass-Mailing,No
1665,LD1666,Andre Miller,Male,Pune,Manipal University,3rd,Robotics,Whatsapp,No
1666,LD1667,Loretta Velez,Male,Bangalore,IIT,1st,Electric vehicle,Google Form,No
1667,LD1668,Erica Choi,Female,Delhi,Manipal University,4th,Autocad,Google Form,No
1668,LD1669,Ryan Torres,Female,Hyderabad,Manipal University,4th,Machine Learning,Google Form,Yes
1669,LD1670,Mary Harper,Female,Surat,Jawaharlal Nehru Unversity,2nd,Robotics,Instagram,No
1670,LD1671,Dr. Melissa Brooks,Female,Bangalore,Amity University,2nd,Data Science,LinkedIn,No
1671,LD1672,Mrs. Amanda Williams,Female,Delhi,Delhi Unversity,3rd,Machine Learning,Instagram,Yes
1672,LD1673,Jason Blake,Female,Bangalore,Gujarat Technological University,4th,AI,Instagram,No
1673,LD1674,Willie Armstrong,Female,Indore,Gujarat Technological University,1st,Autocad,Instagram,No
1674,LD1675,Jason Bailey,Female,Indore,IIT,2nd,AI,Google Form,Yes
1675,LD1676,Ms. Ashley Williams,Male,Hyderabad,Jawaharlal Nehru Unversity,1st,Autocad,Google Form,No
1676,LD1677,Christopher Martin,Female,Indore,Jawaharlal Nehru Unversity,3rd,Java,Google Form,No
1677,LD1678,Dr. April Sheppard DVM,Male,Delhi,Jawaharlal Nehru Unversity,2nd,Java,Google Form,Yes
1678,LD1679,Matthew Roman,Male,Bangalore,IIT,1st,Java,Whatsapp,Yes
1679,LD1680,Martin Ferrell,Female,Surat,Gujarat Technological University,3rd,Java,Mass-Mailing,No
1680,LD1681,Gregory James,Female,Ahmedabad,Delhi Unversity,2nd,Java,Instagram,No
1681,LD1682,Travis Barber,Female,Ahmedabad,Gujarat Technological University,3rd,Autocad,LinkedIn,No
1682,LD1683,Kyle Peters,Male,Mumbai,Manipal University,3rd,Autocad,Instagram,Yes
1683,LD1684,Sheila Smith,Female,Indore,Mumbai University,4th,Autocad,LinkedIn,Yes
1684,LD1685,Richard Smith,Male,Indore,IIT,1st,Robotics,College Collaboration,Yes
1685,LD1686,Aaron Gonzales,Male,Mumbai,Jain University,4th,Electric vehicle,Instagram,No
1686,LD1687,Robert Massey,Male,Hyderabad,Delhi Unversity,1st,Electric vehicle,LinkedIn,Yes
1687,LD1688,Beverly Johnson,Male,Delhi,Delhi Unversity,1st,Data Science,LinkedIn,No
1688,LD1689,Rachel Mason,Male,Hyderabad,Jawaharlal Nehru Unversity,1st,AI,Whatsapp,Yes
1689,LD1690,Amy Mills DDS,Female,Surat,Gujarat Technological University,3rd,Electric vehicle,College Collaboration,No
1690,LD1691,Marissa Scott,Male,Bangalore,Mumbai University,1st,AI,LinkedIn,Yes
1691,LD1692,Jennifer Brown,Female,Delhi,Jawaharlal Nehru Unversity,1st,AI,LinkedIn,Yes
1692,LD1693,Ann Hunt,Male,Ahmedabad,Jawaharlal Nehru Unversity,3rd,AI,LinkedIn,Yes
1693,LD1694,Matthew Hood,Female,Pune,IIT,1st,Data Science,College Collaboration,No
1694,LD1695,Laura Herrera,Male,Ahmedabad,Jain University,4th,Autocad,Mass-Mailing,Yes
1695,LD1696,Kimberly Howard,Female,Hyderabad,Mumbai University,1st,AI,Mass-Mailing,No
1696,LD1697,Stephanie Ruiz,Female,Pune,Jawaharlal Nehru Unversity,3rd,Data Science,College Collaboration,Yes
1697,LD1698,Hailey Leonard,Male,Ahmedabad,IIT,1st,Machine Learning,Google Form,Yes
1698,LD1699,Mrs. Mary Torres,Female,Delhi,Amity University,1st,Robotics,Mass-Mailing,No
1699,LD1700,Brian Christensen,Female,Indore,Gujarat Technological University,4th,AI,Google Form,No
1700,LD1701,Lisa Salinas,Male,Mumbai,Mumbai University,2nd,Autocad,Mass-Mailing,No
1701,LD1702,Kimberly Clark,Male,Mumbai,Jawaharlal Nehru Unversity,3rd,Autocad,College Collaboration,No
1702,LD1703,Robert Black,Male,Surat,Jain University,4th,Machine Learning,College Collaboration,Yes
1703,LD1704,Jonathan Nguyen,Male,Bangalore,Jain University,4th,Machine Learning,Google Form,Yes
1704,LD1705,Jessica Barber,Male,Ahmedabad,Mumbai University,3rd,Java,College Collaboration,Yes
1705,LD1706,Wendy Tate,Female,Indore,IIT,4th,AI,Mass-Mailing,No
1706,LD1707,Corey Garrison,Male,Ahmedabad,Jain University,3rd,Electric vehicle,Whatsapp,No
1707,LD1708,Kimberly Fitzpatrick,Male,Hyderabad,IIT,4th,AI,College Collaboration,Yes
1708,LD1709,Barbara Rodriguez,Female,Surat,Delhi Unversity,4th,Electric vehicle,LinkedIn,Yes
1709,LD1710,Jason Burton,Female,Surat,Jain University,4th,Machine Learning,Mass-Mailing,Yes
1710,LD1711,Richard Davis,Female,Bangalore,Amity University,4th,Autocad,Whatsapp,Yes
1711,LD1712,Steve Garcia,Male,Surat,Mumbai University,3rd,Data Science,Google Form,No
1712,LD1713,Blake Harrison,Male,Hyderabad,Manipal University,2nd,Machine Learning,Instagram,No
1713,LD1714,Norma Haas,Male,Indore,Mumbai University,4th,Electric vehicle,College Collaboration,Yes
1714,LD1715,Cody White,Male,Indore,Delhi Unversity,3rd,Machine Learning,Mass-Mailing,Yes
1715,LD1716,Danny Turner,Male,Hyderabad,Gujarat Technological University,2nd,Data Science,Whatsapp,Yes
1716,LD1717,Nicholas Williams,Male,Hyderabad,Jain University,2nd,AI,Google Form,Yes
1717,LD1718,Nicole Lee,Female,Pune,Manipal University,2nd,Electric vehicle,Mass-Mailing,Yes
1718,LD1719,Donna Taylor,Male,Mumbai,Jain University,3rd,Electric vehicle,Instagram,Yes
1719,LD1720,David Brandt,Male,Ahmedabad,Amity University,2nd,AI,Whatsapp,Yes
1720,LD1721,Rodney Martinez MD,Female,Indore,Amity University,2nd,Autocad,Instagram,No
1721,LD1722,James Davis,Female,Delhi,IIT,4th,Robotics,Google Form,No
1722,LD1723,Leslie Hudson,Male,Indore,Manipal University,2nd,Electric vehicle,Google Form,No
1723,LD1724,Susan Leon,Female,Hyderabad,Jain University,3rd,AI,Whatsapp,No
1724,LD1725,Veronica Smith,Female,Ahmedabad,Jain University,3rd,Machine Learning,Google Form,Yes
1725,LD1726,Kevin James,Male,Hyderabad,Amity University,4th,Electric vehicle,LinkedIn,No
1726,LD1727,Stephanie Norton MD,Male,Delhi,Delhi Unversity,1st,AI,Google Form,No
1727,LD1728,Corey Young,Female,Mumbai,IIT,3rd,Electric vehicle,Mass-Mailing,Yes
1728,LD1729,Julie James,Female,Bangalore,Delhi Unversity,3rd,Machine Learning,Google Form,No
1729,LD1730,Noah Clark,Female,Delhi,Manipal University,4th,AI,College Collaboration,Yes
1730,LD1731,Lauren Reed,Male,Hyderabad,Jawaharlal Nehru Unversity,4th,AI,LinkedIn,No
1731,LD1732,Andrea Brown,Female,Pune,Gujarat Technological University,1st,Robotics,LinkedIn,Yes
1732,LD1733,Kathryn Ellis,Male,Surat,Delhi Unversity,1st,Electric vehicle,Google Form,Yes
1733,LD1734,Andrew Stark,Female,Hyderabad,Amity University,3rd,Autocad,Instagram,No
1734,LD1735,John Lee,Male,Surat,Manipal University,3rd,Data Science,Whatsapp,No
1735,LD1736,Aaron Gonzalez,Female,Mumbai,Jawaharlal Nehru Unversity,3rd,Data Science,Google Form,Yes
1736,LD1737,David Bennett,Male,Indore,Delhi Unversity,2nd,Java,College Collaboration,Yes
1737,LD1738,Cynthia Leblanc,Male,Pune,Jawaharlal Nehru Unversity,4th,Electric vehicle,Google Form,No
1738,LD1739,Donna Anderson,Male,Hyderabad,Amity University,3rd,Electric vehicle,Whatsapp,No
1739,LD1740,Leslie Henderson,Female,Indore,Manipal University,4th,Data Science,LinkedIn,No
1740,LD1741,John Byrd,Female,Bangalore,IIT,2nd,Data Science,Instagram,No
1741,LD1742,Devon Dennis,Female,Indore,Jain University,1st,Data Science,College Collaboration,No
1742,LD1743,Jaclyn Brown,Female,Delhi,Gujarat Technological University,1st,AI,College Collaboration,No
1743,LD1744,Mary Ferguson,Female,Hyderabad,Manipal University,4th,Machine Learning,Whatsapp,No
1744,LD1745,Robert Simon,Male,Bangalore,IIT,3rd,Java,Google Form,Yes
1745,LD1746,Jacob Henry,Female,Indore,Mumbai University,1st,Electric vehicle,LinkedIn,No
1746,LD1747,Christine Thomas,Female,Surat,Amity University,1st,Data Science,LinkedIn,Yes
1747,LD1748,Patrick Bass,Male,Hyderabad,Jain University,3rd,Machine Learning,College Collaboration,No
1748,LD1749,Corey Kelly,Male,Surat,IIT,3rd,Robotics,Google Form,No
1749,LD1750,Heather Montgomery,Male,Pune,Gujarat Technological University,1st,Autocad,Mass-Mailing,No
1750,LD1751,Elizabeth Richard,Female,Indore,Jain University,2nd,AI,Whatsapp,No
1751,LD1752,Scott Johnston,Female,Ahmedabad,Jawaharlal Nehru Unversity,3rd,Java,Whatsapp,Yes
1752,LD1753,Jeffrey Jones,Male,Delhi,Manipal University,4th,AI,Google Form,Yes
1753,LD1754,Amy Conrad,Male,Mumbai,Jawaharlal Nehru Unversity,2nd,Machine Learning,Google Form,Yes
1754,LD1755,Melissa Hernandez,Female,Indore,Mumbai University,2nd,Data Science,LinkedIn,Yes
1755,LD1756,Megan Bonilla,Male,Delhi,IIT,3rd,Machine Learning,College Collaboration,Yes
1756,LD1757,Cynthia Young,Male,Delhi,IIT,4th,Electric vehicle,Google Form,Yes
1757,LD1758,Paige Thompson,Male,Delhi,Delhi Unversity,3rd,Robotics,LinkedIn,No
1758,LD1759,Jessica Smith,Female,Ahmedabad,IIT,3rd,Autocad,Whatsapp,No
1759,LD1760,Nicole Hurst,Male,Hyderabad,Jawaharlal Nehru Unversity,1st,Data Science,Instagram,Yes
1760,LD1761,Patrick Stevens,Male,Bangalore,Jawaharlal Nehru Unversity,4th,AI,Instagram,No
1761,LD1762,Nicole Gomez,Female,Delhi,Jawaharlal Nehru Unversity,2nd,AI,LinkedIn,No
1762,LD1763,Jason Thomas,Male,Pune,Amity University,4th,AI,LinkedIn,No
1763,LD1764,Spencer Castillo,Male,Pune,Gujarat Technological University,4th,Robotics,Mass-Mailing,No
1764,LD1765,Gavin Parker,Female,Pune,Mumbai University,3rd,Robotics,Google Form,No
1765,LD1766,Geoffrey Coleman,Female,Delhi,IIT,4th,Robotics,LinkedIn,No
1766,LD1767,Bruce Gibson,Female,Surat,Jawaharlal Nehru Unversity,4th,Machine Learning,Instagram,Yes
1767,LD1768,Joanna Reid,Female,Ahmedabad,Delhi Unversity,1st,Machine Learning,Google Form,No
1768,LD1769,Carrie Downs,Female,Ahmedabad,Gujarat Technological University,3rd,Electric vehicle,Whatsapp,No
1769,LD1770,Jonathan Thomas,Female,Delhi,Amity University,2nd,Robotics,Mass-Mailing,Yes
1770,LD1771,Julie Williams,Female,Pune,Amity University,1st,Robotics,LinkedIn,No
1771,LD1772,Jason Contreras,Female,Indore,Delhi Unversity,4th,AI,College Collaboration,No
1772,LD1773,James Clark,Male,Hyderabad,Manipal University,2nd,Electric vehicle,Google Form,No
1773,LD1774,Elijah Miller,Male,Ahmedabad,Manipal University,2nd,Robotics,Instagram,Yes
1774,LD1775,James Rodriguez,Male,Ahmedabad,Jawaharlal Nehru Unversity,2nd,Data Science,Whatsapp,Yes
1775,LD1776,Tracy Griffin,Female,Delhi,IIT,1st,Autocad,LinkedIn,Yes
1776,LD1777,Samuel Lucas,Female,Indore,Jawaharlal Nehru Unversity,1st,Autocad,College Collaboration,Yes
1777,LD1778,Timothy Myers,Male,Pune,Mumbai University,2nd,Data Science,Whatsapp,No
1778,LD1779,Justin Harmon,Female,Bangalore,IIT,2nd,AI,Google Form,Yes
1779,LD1780,Christopher Scott,Male,Indore,Gujarat Technological University,3rd,AI,Google Form,No
1780,LD1781,Willie Weeks,Male,Indore,Jawaharlal Nehru Unversity,2nd,Electric vehicle,College Collaboration,Yes
1781,LD1782,Jennifer Gonzalez,Female,Mumbai,Jain University,1st,Machine Learning,LinkedIn,No
1782,LD1783,Daniel Powell,Male,Delhi,Jain University,4th,Electric vehicle,Google Form,Yes
1783,LD1784,Olivia Miller,Female,Hyderabad,IIT,1st,Machine Learning,Google Form,No
1784,LD1785,Arthur Miller,Male,Pune,Manipal University,3rd,Java,College Collaboration,No
1785,LD1786,Tiffany White,Male,Pune,Gujarat Technological University,1st,Machine Learning,Google Form,No
1786,LD1787,Tiffany Stevenson,Male,Indore,Gujarat Technological University,1st,AI,Mass-Mailing,Yes
1787,LD1788,Nicole Townsend,Female,Bangalore,Jain University,1st,Autocad,LinkedIn,Yes
1788,LD1789,Gloria Hart,Male,Indore,Amity University,3rd,Robotics,Mass-Mailing,No
1789,LD1790,Cheryl Vasquez,Female,Surat,Jawaharlal Nehru Unversity,2nd,AI,Google Form,Yes
1790,LD1791,Sandy Stewart,Female,Mumbai,IIT,1st,Robotics,Mass-Mailing,No
1791,LD1792,Alyssa Ross,Male,Delhi,Mumbai University,4th,Electric vehicle,Instagram,No
1792,LD1793,Gary Clark,Female,Surat,Jawaharlal Nehru Unversity,4th,AI,Whatsapp,No
1793,LD1794,Dawn Curtis,Female,Bangalore,Mumbai University,2nd,Autocad,Google Form,Yes
1794,LD1795,Yvette Morris,Female,Hyderabad,Jain University,1st,Data Science,Mass-Mailing,Yes
1795,LD1796,Courtney Parker,Male,Indore,IIT,1st,Data Science,College Collaboration,Yes
1796,LD1797,Christopher Hill,Female,Hyderabad,Manipal University,4th,Machine Learning,College Collaboration,Yes
1797,LD1798,Charles Woods,Male,Ahmedabad,Delhi Unversity,2nd,Robotics,Google Form,Yes
1798,LD1799,Jeffery Meyer II,Female,Mumbai,Jain University,1st,Data Science,Instagram,Yes
1799,LD1800,Arthur Williams,Male,Delhi,Amity University,3rd,Java,Whatsapp,No
1800,LD1801,Ashley Sutton,Male,Indore,IIT,4th,Robotics,Instagram,Yes
1801,LD1802,James Kelly,Male,Hyderabad,IIT,1st,Robotics,Instagram,Yes
1802,LD1803,Barbara Benson,Male,Indore,Mumbai University,1st,Java,Instagram,Yes
1803,LD1804,Scott Bryan,Female,Surat,Delhi Unversity,4th,Data Science,Instagram,Yes
1804,LD1805,Peter Johnson,Male,Indore,Mumbai University,2nd,Autocad,Instagram,No
1805,LD1806,Mr. Jason Duke,Female,Bangalore,Amity University,2nd,Machine Learning,Google Form,No
1806,LD1807,James Swanson,Male,Ahmedabad,Manipal University,2nd,Machine Learning,Instagram,Yes
1807,LD1808,Patricia Wiggins,Male,Indore,Jawaharlal Nehru Unversity,3rd,Java,Instagram,No
1808,LD1809,Cynthia Jones,Male,Mumbai,Manipal University,3rd,Electric vehicle,Whatsapp,Yes
1809,LD1810,Jared Martinez,Female,Mumbai,Gujarat Technological University,3rd,Electric vehicle,LinkedIn,Yes
1810,LD1811,Sharon Morrison,Female,Surat,Amity University,1st,Electric vehicle,Instagram,Yes
1811,LD1812,Roy Parsons,Male,Surat,Amity University,1st,Data Science,Instagram,No
1812,LD1813,Matthew Johnson,Male,Ahmedabad,Mumbai University,3rd,Autocad,College Collaboration,No
1813,LD1814,Kristin Clarke,Male,Mumbai,Manipal University,1st,Autocad,Whatsapp,Yes
1814,LD1815,Audrey Hull,Male,Indore,Gujarat Technological University,2nd,Robotics,LinkedIn,Yes
1815,LD1816,Paul Johnson,Male,Indore,Jawaharlal Nehru Unversity,2nd,Data Science,Mass-Mailing,No
1816,LD1817,Christina Turner,Male,Pune,Jain University,2nd,AI,College Collaboration,Yes
1817,LD1818,Terry Cervantes,Male,Ahmedabad,IIT,3rd,Java,College Collaboration,Yes
1818,LD1819,Brian Delgado,Female,Surat,Jain University,3rd,AI,College Collaboration,Yes
1819,LD1820,Jacqueline Keith,Female,Pune,Amity University,3rd,Autocad,Google Form,No
1820,LD1821,Michael Moore,Male,Delhi,Jawaharlal Nehru Unversity,2nd,Data Science,LinkedIn,Yes
1821,LD1822,Samuel King,Female,Surat,Delhi Unversity,3rd,Robotics,Mass-Mailing,No
1822,LD1823,Christina Estes,Male,Surat,Delhi Unversity,4th,Robotics,Google Form,No
1823,LD1824,Kevin Alvarez,Female,Hyderabad,Delhi Unversity,3rd,Robotics,LinkedIn,Yes
1824,LD1825,Alisha Fry,Male,Hyderabad,Manipal University,4th,Machine Learning,LinkedIn,No
